Entity,TimeWindow,Link,period_start,period_end,period_midpoint,Title,Query,TextFile,finance_relevant,unep_attributed,attributable_relevant_doc,sd,finance_policy_score,unep_attribution_score,instrument_type,action_stage,actor_type,evidence_level,finance_justification,unep_justification,evidence_phrases
Brazil,2018-2022,https://www.greenpolicyplatform.org/sites/default/files/downloads/resource/irp-mineral_resource_governance-full_report-feb2020_compressed_compressed%20(1).pdf,2018,2022,2020,Mineral Resource Governance in the 21st Century,UNEP assisted Brazil circular economy strategy updated policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_greenpolicyplatform_org_Mineral_Resource_Governance_in_the_21st_Century.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy or circularity, green economy or green growth, sustainable public procurement, resource efficiency or life-cycle approaches, sustainable finance or green finance instruments, or standards or policy instruments that accelerate SCP/circularity/green economy approaches in Brazil during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Brazil during 2018-2022.",[]
Brazil,2018-2022,https://www.iddri.org/sites/default/files/PDF/Publications/Hors%20catalogue%20Iddri/20190620_BLUE%20TOURISM%20STUDY_EN.pdf,2018,2022,2020,Sustainable Blue Tourism,UNEP assisted Brazil circular economy strategy updated policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_iddri_org_Sustainable_Blue_Tourism.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy or green economy approaches, or policy instruments and standards for SCP, circularity, or green economy approaches in Brazil during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Brazil during 2018-2022.",[]
Brazil,2018-2022,https://www.ipcc.ch/sr15/chapter/chapter-4/,2018,2022,2020,Chapter 4 — Global Warming of 1.5 ºC,supported by UNEP Brazil resource efficiency policy launched policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_ipcc_ch_Chapter_4_Global_Warming_of_1_5_C.txt,False,False,False,,0,0,none,none,none,global,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy or green economy approaches in Brazil during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Brazil during 2018-2022.",[]
Brazil,2018-2022,https://www.ngfs.net/sites/default/files/medias/documents/case_studies_of_environmental_risk_analysis_methodologies.pdf,2018,2022,2020,Case Studies of Environmental Risk Analysis Methodologies,UNEP assisted Brazil circular economy strategy updated policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_ngfs_net_Case_Studies_of_Environmental_Risk_Analysis_Method.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy or circularity, green economy or green growth, sustainable public procurement, resource efficiency or life-cycle approaches, sustainable finance or green finance instruments, or standards or policy instruments that accelerate SCP/circularity/green economy approaches in Brazil during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Brazil during 2018-2022.",[]
Brazil,2018-2022,https://www.onecaribbean.org/wp-content/uploads/2020-CSTPF-Final-for-Design-and-Translation-July-31-2020.pdf,2018,2022,2020,CARIBBEAN SUSTAINABLE TOURISM POLICY AND ...,UNEP assisted Brazil circular economy strategy updated policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_onecaribbean_org_CARIBBEAN_SUSTAINABLE_TOURISM_POLICY_AND_.txt,False,False,False,,0,0,none,none,unclear,unclear,No relevant information found,No UNEP link found,[]
Brazil,2018-2022,https://www.oneplanetnetwork.org/sites/default/files/2021-12/211205_SBC%20CBE%20LAC_highlights_final.pdf,2018,2022,2020,Circular Built Environment,UNEP assisted Brazil circular economy strategy updated policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_oneplanetnetwork_org_Circular_Built_Environment.txt,False,False,False,,0,0,none,none,unclear,unclear,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, or sustainable finance policies or standards in Brazil during 2018-2022.",There is no explicit link between UNEP or UNEP-supported work and any policy instrument or standard in Brazil during 2018-2022.,[]
Brazil,2018-2022,https://www.pwc.nl/en/assets/documents/pwc-the-road-to-circularity-en.pdf,2018,2022,2020,The road to circularity,UNEP assisted Brazil circular economy strategy updated policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_pwc_nl_The_road_to_circularity.txt,False,False,False,,0,0,none,none,private-sector institution,global,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, or related policy instruments or standards for Brazil during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and any policy instrument or standard related to SCP, circularity, or green economy approaches in Brazil during 2018-2022.","[""No relevant evidence found.""]"
Brazil,2018-2022,https://www.researchgate.net/publication/355889107_UNEP_2021_Sustainable_Public_Procurement_How_to_Wake_the_Sleeping_Giant_Introducing_the_United_Nations_Environment_Programme's_Approach,2018,2022,2020,"(PDF) UNEP 2021, Sustainable Public Procurement",UNEP assisted Brazil circular economy strategy updated policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_researchgate_net__PDF_UNEP_2021_Sustainable_Public_Procurement.txt,False,False,False,,0,0,none,none,unclear,unclear,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, or sustainable public procurement policies or standards in Brazil from 2018-2022.",There is no explicit link between UNEP and any policy instrument or standard in the provided document.,[]
Brazil,2018-2022,https://www.sciencedirect.com/science/article/abs/pii/S0959378019313822,2018,2022,2020,Scaling up zero-deforestation initiatives through public ...,supported by UNEP Brazil resource efficiency policy launched policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_sciencedirect_com_Scaling_up_zero_deforestation_initiatives_through_.txt,False,False,False,,0,0,none,none,unclear,unclear,"The document does not contain any relevant information about sustainable finance, green economy, circular economy, or sustainable consumption and production policies in Brazil from 2018-2022.",There is no mention of UNEP or any UNEP-supported work in the document.,[]
Brazil,2018-2022,https://www.sciencedirect.com/science/article/pii/S0264837717310049,2018,2022,2020,Bridging funding gaps for climate and sustainable ...,supported by UNEP Brazil resource efficiency policy launched policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_sciencedirect_com_Bridging_funding_gaps_for_climate_and_sustainable_.txt,False,False,False,,0,0,none,none,unclear,unclear,No relevant information found,No UNEP link found,[]
Brazil,2018-2022,https://www.teriin.org/sites/default/files/2019-01/Reference%20Report%20for%20Integrated%20Resource%20Efficiency%20Policy%20for%20India_0.pdf,2018,2022,2020,Reference Report for Integrated Resource Efficiency Policy ...,supported by UNEP Brazil resource efficiency policy launched policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,www_teriin_org_Reference_Report_for_Integrated_Resource_Efficienc.txt,False,False,False,,0,0,none,none,unclear,unclear,"The document could not be retrieved, and therefore, no evidence related to Brazil or the specified time window could be assessed.","The document could not be retrieved, and therefore, no evidence related to UNEP attribution could be assessed.",[]
