Entity,TimeWindow,Link,period_start,period_end,period_midpoint,Title,Query,TextFile,law_relevant,unep_attributed,attributable_relevant_doc,sd,env_law_score,unep_attribution_score,support_type,action_stage,evidence_level,law_justification,unep_justification,evidence_phrases
Brazil,2018-2022,https://www.un.org/esa/dsd/agenda21/Agenda%2021.pdf,2018,2022,2020,Agenda 21.pdf,UNEP initiative Brazil MEA implementation law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_un_org_Agenda_21_pdf.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Brazil,2018-2022,https://www.unep.org/beatpollution/governments,2018,2022,2020,Governments,UNEP initiative Brazil MEA implementation law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_unep_org_Governments.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found,No UNEP link found,[]
Brazil,2018-2022,https://www.unep.org/news-and-stories/story/megadiverse-brazil-giving-biodiversity-online-boost,2018,2022,2020,Megadiverse Brazil: giving biodiversity an online boost,UNEP assisted Brazil environmental compliance policy approved environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_unep_org_Megadiverse_Brazil_giving_biodiversity_an_online_b.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Brazil,2018-2022,https://www.unep.org/publications-data,2018,2022,2020,Publications & Knowledge,UNEP initiative Brazil MEA implementation law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_unep_org_Publications_Knowledge.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Brazil,2018-2022,https://www.unepfi.org/wordpress/wp-content/uploads/2019/10/Fiduciary-duty-21st-century-final-report.pdf,2018,2022,2020,"Fiduciary Duty in the 21st Century, ...",UNEP assisted Brazil environmental compliance policy approved environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_unepfi_org_Fiduciary_Duty_in_the_21st_Century_.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Brazil during 2018-2022.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Brazil during 2018-2022.,"[""No relevant evidence found""]"
Brazil,2018-2022,https://www.unepfi.org/wordpress/wp-content/uploads/2021/03/UNEPFI_DemystfyingFinanceCircularity-2020-2.pdf,2018,2022,2020,Demystifying Finance for Circular Economies,UNEP assisted Brazil environmental compliance policy approved environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_unepfi_org_Demystifying_Finance_for_Circular_Economies.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Brazil during 2018-2022.","The document does not explicitly link UNEP to any new policy, legal instrument, regulation, law, legal framework, or institutional support initiative in Brazil during 2018-2022.","[""The document discusses circular economy and sustainable finance, but does not provide specific examples of new policies or laws in Brazil.""]"
Brazil,2018-2022,https://www.unepfi.org/wordpress/wp-content/uploads/2021/07/A-Legal-Framework-for-Impact_Report.pdf,2018,2022,2020,A LEGAL FRAMEWORK FOR IMPACT,UNEP initiative Brazil MEA implementation law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_unepfi_org_A_LEGAL_FRAMEWORK_FOR_IMPACT.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Brazil during 2018-2022.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Brazil during 2018-2022.,[]
Brazil,2018-2022,https://www.unfoodsystemshub.org/docs/unfoodsystemslibraries/fss-community/action-track-synthesis-reports/at2_synthesis-report-game-changing-and-systemic-solutions---wave-2.pdf,2018,2022,2020,Shift to sustainable and healthy consumption patterns,UNEP assisted Brazil environmental compliance policy approved environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_unfoodsystemshub_org_Shift_to_sustainable_and_healthy_consumption_patte.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Brazil during 2018-2022.",There is no explicit link between UNEP and any environmental law or policy initiative in Brazil during 2018-2022 mentioned in the document.,[]
Brazil,2018-2022,https://www.unwater.org/sites/default/files/app/uploads/2018/12/SDG6_SynthesisReport2018_WaterandSanitation_04122018.pdf,2018,2022,2020,Sustainable Development Goal 6 Synthesis Report on ...,UNEP assisted Brazil environmental compliance policy approved environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_unwater_org_Sustainable_Development_Goal_6_Synthesis_Report_on.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Brazil,2018-2022,https://www.wto.org/english/res_e/publications_e/unereport2018_e.pdf,2018,2022,2020,"Making trade work for the environment, prosperity and ...",UNEP initiative Brazil MEA implementation law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_wto_org_Making_trade_work_for_the_environment_prosperity_a.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Brazil during 2018-2022.",The document does not explicitly link UNEP to strengthening/enabling/developing/adopting/revising/implementing any environmental law or policy in Brazil during 2018-2022.,"[""This report, by the World Trade Organization and UN Environment, illustrates how trade can support action by governments, companies, innovators and consumers to improve our economies and protect our environment at the same time.""]"
Brazil,2022-2026,https://academic.oup.com/edited-volume/61750/chapter/542838456,2022,2026,2024,Environmental Public Policy - Oxford Academic,UNEP initiative Brazil water resources law revised environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,academic_oup_com_Environmental_Public_Policy_Oxford_Academic.txt,False,False,False,,0.0,0.0,none,none,unclear,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks for Brazil in 2022-2026.",There is no explicit link between UNEP and any environmental law or policy initiative in Brazil for the specified time period.,[]
Brazil,2022-2026,https://apps1.unep.org/resolutions/uploads/integrate_epr_within_the_international_treaty_on_plastics_pollution_1.pdf,2022,2026,2024,Extended Producer Responsibility,UNEP initiative Brazil water resources law revised environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,apps1_unep_org_Extended_Producer_Responsibility.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Brazil during 2022-2026.",There is no explicit link between UNEP and any environmental law or policy outcome in Brazil during 2022-2026.,[]
Brazil,2022-2026,https://climateactiontracker.org/countries/brazil/policies-action/,2022,2026,2024,Brazil,UNEP provided technical assistance Brazil environmental legislation implemented environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,climateactiontracker_org_Brazil.txt,False,False,False,,0.0,0.0,none,none,unclear,No evidence found,No evidence found,[]
Brazil,2022-2026,https://climateactiontransparency.org/resources/brazil-recommendations-for-policymakers-on-how-to-improve-the-existing-legal-and-regulatory-framework/,2022,2026,2024,Assessment of the policy framework impact on the renewable ...,UNEP initiative Brazil water resources law revised environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,climateactiontransparency_org_Assessment_of_the_policy_framework_impact_on_the_r.txt,True,False,False,,80.0,0.0,new or strengthened environmental policies / laws / regulations / legal frameworks / institutional support initiatives,developed / implemented,national,"The document provides detailed analysis of Brazil's legal and regulatory framework for policies affecting electricity consumption and generation, with a focus on the expansion of VREs and biomass. It discusses various policies and programs, including energy efficiency initiatives, incentive programs for alternative sources of electric energy, and regulatory frameworks for distributed generation.",There is no explicit mention of UNEP's support or involvement in the development or implementation of these policies and programs in Brazil.,"[""The ICAT Brazil Project phase 3 aims to provide a detailed analysis of the electricity sector in Brazil, assessing the potential expansion of the power sector in the country through variable renewable energies (wind and solar photovoltaic) and biomass."", ""Brazil has implemented several key energy policies that have significantly shaped its energy landscape."", ""The Brazilian Labelling Program (PBE) classifies products based on their performance in energy efficiency, noise, and other criteria, helping consumers make informed purchasing decisions and encouraging industry competitiveness."", ""Procel has significantly contributed to energy conservation, cost savings, and reduced greenhouse gas emissions in Brazil."", ""The Incentive Program for Alternative Sources of Electric Energy (Proinfa) aims to increase the use of renewables like small hydroelectric, wind, and biomass plants."", ""The National Biofuels Policy (RenovaBio) aims to expand biofuel production sustainably, setting decarbonization goals to increase biofuel use in Brazil's energy mix.""]"
