"Overton id",Title,"Translated title","Document type","Source title","Source country","Source state","Source sector","Source organisation type","Source function",Published_on,"Policy citations (excl. same source)","Policy citations (inc. same source)","Document URL","Overton URL","Source specific tags","Your tags","Top topics",Languages,"Policy authors","Related to SDGs","Document theme"
jnccuk-79297ab3eea59bf428d5b0ba0befdad6,"OCPP Mozambique. GIS/Remote sensing training: Identifying priority areas for protection, conservation and restoration of mangroves in Mozambique",,Publication,"Joint Nature Conservation Committee",UK,,"Public Sector",Government,"Arm's Length Body|Monitoring or Regulatory Body|Research Centre",2025-01-01,0,0,https://jncc.gov.uk/resources/7e5f9c85-14d2-4335-b0aa-bb2ff309992f,https://app.overton.io/document.php?policy_document_id=jnccuk-79297ab3eea59bf428d5b0ba0befdad6,,,"Climate change|Climate change mitigation|Computer mouse",por,,"SDG 14: Life Below Water|SDG Target 14.2|SDG 15: Life on Land|SDG Target 15.5|SDG Target 15.1","Mangrove conservation and management in Mozambique"
jnccuk-79297ab3eea59bf428d5b0ba0befdad6,"OCPP Mozambique. GIS/Remote sensing training: Identifying priority areas for protection, conservation and restoration of mangroves in Mozambique",,Publication,"Joint Nature Conservation Committee",UK,,"Public Sector",Government,"Arm's Length Body|Monitoring or Regulatory Body|Research Centre",2025-01-01,0,0,https://jncc.gov.uk/resources/7e5f9c85-14d2-4335-b0aa-bb2ff309992f,https://app.overton.io/document.php?policy_document_id=jnccuk-79297ab3eea59bf428d5b0ba0befdad6,,,"Bazaruto Island|Coast|Color",eng,,"SDG 14: Life Below Water|SDG Target 14.2|SDG 15: Life on Land|SDG Target 15.5|SDG Target 15.1","Mangrove conservation and management in Mozambique"
banquedefrance-d6923f1d1c7716f72dcacddaa86d9b89,"Enjeux économiques de la perte de biodiversité en Afrique et mesures mises en œuvre pour la limiter","Economic issues of biodiversity loss in Africa and measures implemented to limit it",Publication,"Banque de France",France,,"Public Sector",Government,"National Body|Financial Institution or Bank|Central Bank",2024-12-26,0,0,https://www.banque-france.fr/fr/publications-et-statistiques/publications/enjeux-economiques-de-la-perte-de-biodiversite-en-afrique-et-mesures-mises-en-oeuvre-pour-la-limiter,https://app.overton.io/document.php?policy_document_id=banquedefrance-d6923f1d1c7716f72dcacddaa86d9b89,,,"Biodiversity|Biodiversity loss|Carbon offsets and credits",eng,"Camille Fabre","SDG 15: Life on Land|SDG Target 15.5|SDG Target 15.9","Biodiversity loss in Africa and its economic implications"
governmentofcyprus-9cda1d701bcb6b5908663a840effebe3,"Articles 8, 9, 10 (2017-2022)",,Publication,"Government of Cyprus",Cyprus,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2024-12-19,0,0,https://www.moa.gov.cy/moa/dfmr/dfmr.nsf/All/84B86D413F61F2FAC2258BF900249514/$file/MSFD%20CY%20Report%202017-2022.pdf,https://app.overton.io/document.php?policy_document_id=governmentofcyprus-9cda1d701bcb6b5908663a840effebe3,,,"Aquaculture|Coast|Combined cycle power plant",eng,"Ministry of Agriculture, Rural Development and Environment","SDG 14: Life Below Water|SDG Target 14.1|SDG Target 14.2","Implementation of the Marine Strategy Framework Directive in the Republic of Cyprus"
governmentofcyprus-a745c4e5670d6459baecb91ff9bf381e,"Articles 8, 9, 10 (2017-2022)",,Publication,"Government of Cyprus",Cyprus,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2024-12-19,0,0,https://www.moa.gov.cy/moa/dfmr/dfmr.nsf/All/84B86D413F61F2FAC2258BF900249514/$file/MSFD%20CY%20Report%202017-2022.pdf?OpenElement,https://app.overton.io/document.php?policy_document_id=governmentofcyprus-a745c4e5670d6459baecb91ff9bf381e,,,"Aquaculture|Coast|Combined cycle power plant",eng,"Ministry of Agriculture, Rural Development and Environment","SDG 14: Life Below Water|SDG Target 14.2","Implementation of Marine Strategy Framework Directive in the Republic of Cyprus"
jointresearcheu-5da90d858f88629af059286b87a263f5,"A review of existing tools for citizen science research on soil health",,Publication,"Joint Research Centre",EU,,"Public Sector",Government,"International Body|IGO Department or Agency|Research Centre|Policy Centre|Commission",2024-12-13,0,0,https://publications.jrc.ec.europa.eu/repository/handle/JRC136889,https://app.overton.io/document.php?policy_document_id=jointresearcheu-5da90d858f88629af059286b87a263f5,,,"Agriculture|Biodiversity|Biological soil crust",eng,"PEIRO Alba|PANAGOS Panos|SANZ Francisco|JONES Arwyn|BREURE Timo|MIMMO Tanja","SDG 15: Life on Land|SDG Target 15.3","Citizen science research on soil health"
banquedefrance-d2aea9b9a2eec717409eb30fb2d22700,"Enjeux économiques de la perte de biodiversité en Afrique et mesures mises en œuvre pour la limiter","Economic issues of biodiversity loss in Africa and measures implemented to limit it",Publication,"Banque de France",France,,"Public Sector",Government,"National Body|Financial Institution or Bank|Central Bank",2024-12-11,0,0,https://www.banque-france.fr/fr/publications-et-statistiques/publications/enjeux-economiques-de-la-perte-de-biodiversite-en-afrique-et-mesures-mises-en-oeuvre-pour-la-limiter-0,https://app.overton.io/document.php?policy_document_id=banquedefrance-d2aea9b9a2eec717409eb30fb2d22700,,,"Africa|Biodiversity|Biodiversity loss",fre,"Camille Fabre","SDG 15: Life on Land|SDG Target 15.5|SDG Target 15.9","Economic implications of biodiversity loss in Africa"
jointresearcheu-7f747f7fb94fc15b09f7d016d9bd0f18,"World Drought Atlas",,Publication,"Joint Research Centre",EU,,"Public Sector",Government,"International Body|IGO Department or Agency|Research Centre|Policy Centre|Commission",2024-11-29,5,6,https://publications.jrc.ec.europa.eu/repository/handle/JRC139691,https://app.overton.io/document.php?policy_document_id=jointresearcheu-7f747f7fb94fc15b09f7d016d9bd0f18,"Environment and climate change",,Agriculture|Aquifer|Biodiversity,eng,"TORETI Andrea|COTTI Davide|SPARKES Edward|HRAST ESSENFELDER Arthur|HAGENLOCHER Michael|CREMONESE Edoardo|SABINO SIEMONS Anne-Sophie|MAURER T.|ROSSI Lauro|DE MOEL Hans|ACOSTA NAVARRO Juan|WENS Marthe|VOLPI Danila|TSEGAI Daniel","SDG 6: Clean Water and Sanitation|SDG Target 6.4|SDG 13: Climate Action|SDG Target 13.1","Droughts and their impacts on economies, ecosystems, and society"
jointresearcheu-627d37a7df9d24b48154b7c7226f72bc,"Threshold methodology and value for the assessment of Good Environmental Status of D2C1 ‘Newly-introduced non-indigenous species’",,Publication,"Joint Research Centre",EU,,"Public Sector",Government,"International Body|IGO Department or Agency|Research Centre|Policy Centre|Commission",2024-11-26,0,0,https://publications.jrc.ec.europa.eu/repository/handle/JRC139988,https://app.overton.io/document.php?policy_document_id=jointresearcheu-627d37a7df9d24b48154b7c7226f72bc,"Environment and climate change",,"Coefficient of determination|Data.europa.eu|European Union",eng,"CARBONELL Aina|CANNING-CLODE João|CAÑIZARES José Manuel|STRAKE Solvita|ORLANDO-BONACA Martina|NADDAFI Rahmat|COMAS-GONZÁLEZ Robert|COSTA Ana C.|OJAVEER Henn|PNG-GONZALEZ Lydia|SRĖBALIENĖ Greta|STÆHR Peter Anton|TODOROVA Valentina|CARDOSO Ana Cristina|BARTILOTTI Cátia|BARTOLO Angela G.|GRUSZKA Piotr|GITTENBERGER Arjan|FORTIČ Ana|MAGLIOZZI Chiara|MASSÉ Cecile|VIDJAK Olja|VÁZQUEZ LUIS Maite|TUATY-GUERRA Miriam|TRKOV Domen","SDG 15: Life on Land|SDG Target 15.8","Good Environmental Status (GES) for Non-Indigenous Species (NIS)"
govdeptsbrazil-433610f6e9b2a659c4423885cf65033e,Sbid,,Publication,"Government of Brazil",Brazil,,"Public Sector",Government,"National Body|Public Service|Mixed Roles|Government Department",2024-11-22,0,0,https://www.gov.br/mdr/pt-br/noticias/cheias-do-rio-grande-do-sul-agilidade-federal-evita-impacto-negativo-de-1-1-ponto-percentual-no-pib-do-estado/AvaliaodosefeitoseimpactosdasinundaesnoRioGrandedoSulNov2024.pdf,https://app.overton.io/document.php?policy_document_id=govdeptsbrazil-433610f6e9b2a659c4423885cf65033e,,,"2014–2017 Brazilian drought|2022 Brazilian census|2023 Rio Grande do Sul floods",por,"Ministry of Integration and Regional Development","SDG 11: Sustainable Cities and Communities|SDG Target 11.5|SDG 13: Climate Action|SDG Target 13.1","Evaluation of floods in Rio Grande do Sul, Brazil"
governmentofcyprus-17300578ef13ec49346b082e8a1532fb,"αναθεώρηση και επικαιροποίηση της εθνικής στρατηγικής για την προσαρμογή στην κλιματική αλλαγή στην κύπρο","Review and update of the national strategy for adaptation to climate change in Cyprus",Publication,"Government of Cyprus",Cyprus,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2024-11-11,0,0,https://www.moa.gov.cy/moa/environment/environmentnew.nsf/All/C7454B623B9DE5D2C2258C310042568E/$file/REFORM%20CY%20Adaptation%20-%20D1.3%20CRVA%20Final%20report%20EL.pdf,https://app.overton.io/document.php?policy_document_id=governmentofcyprus-17300578ef13ec49346b082e8a1532fb,,,"Agriculture|Biodiversity loss|Climate change",gre,"Ministry of Agriculture, Rural Development and Environment","SDG 13: Climate Action|SDG Target 13.1|SDG Target 13.2","Climate change adaptation in Cyprus"
governmentofcyprus-64c18d141b8a809656cf055c3470de15,"Revision and update of the national strategy on adaptation to climate change in Cyprus",,Publication,"Government of Cyprus",Cyprus,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2024-11-11,0,0,https://www.moa.gov.cy/moa/environment/environmentnew.nsf/All/C7454B623B9DE5D2C2258C310042568E/$file/REFORM%20CY%20Adaptation%20-%20D1.3%20CRVA%20Final%20report.pdf,https://app.overton.io/document.php?policy_document_id=governmentofcyprus-64c18d141b8a809656cf055c3470de15,,,"Agriculture|Aquaculture|Atmospheric circulation",eng,"Ministry of Agriculture, Rural Development and Environment","SDG 13: Climate Action|SDG Target 13.1","Climate Risk and Vulnerability Assessment for Cyprus"
california_state_agencies-9533451dd33846d602b95fa2c666c358,"Findings and Statement of Overriding Considerations_LCFS",,Publication,"State of California",USA,,"Public Sector",Government,"Regional or State Level Body|Mixed Roles|Public Service",2024-11-06,0,0,https://ww2.arb.ca.gov/sites/default/files/barcu/regact/2024/lcfs2024/lcfs_findings.pdf,https://app.overton.io/document.php?policy_document_id=california_state_agencies-9533451dd33846d602b95fa2c666c358,,,"Alternative fuel|Anaerobic digestion|Biodegradable waste",eng,"Air Resources Board","SDG 13: Climate Action|SDG Target 13.2","California Air Resources Board's proposed Regulatory Amendments to the Low Carbon Fuel Standard"
governmentofburkinafaso-662978ef4607915427d008831cb9b4cd,"BSP 301223 final",,Publication,"Government of Burkina Faso","Burkina Faso",,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2024-11-05,0,0,https://www.sante.gov.bf/fileadmin/user_upload/storages/bulletin_bnsp_2024__version_originale_.pdf,https://app.overton.io/document.php?policy_document_id=governmentofburkinafaso-662978ef4607915427d008831cb9b4cd,,,"Aedes aegypti|Biological pest control|Dengue fever",fre,"Ministry of Health","SDG 3: Good Health and Well-being|SDG Target 3.9|SDG Target 3.d|SDG 13: Climate Action|SDG Target 13.1","Health risks associated with artisanal gold mining in Burkina Faso"
jointresearcheu-2e7ad486d2fd33eb8454048aa44449b4,"Unlocking Green Deal Data: Innovative Approaches for Data Governance and Sharing in Europe",,Publication,"Joint Research Centre",EU,,"Public Sector",Government,"International Body|IGO Department or Agency|Research Centre|Policy Centre|Commission",2024-10-30,6,6,https://publications.jrc.ec.europa.eu/repository/handle/JRC139026,https://app.overton.io/document.php?policy_document_id=jointresearcheu-2e7ad486d2fd33eb8454048aa44449b4,"Environment and climate change|Information society|Innovation and growth",,"Analysis|Biodiversity|Business model",eng,"DALY Angela|PONTI Marisa|KAUKONEN LINDHOLM Riikka|PORTELA Manuel|PIERRRI Paola|MILAN Stefania|MACCANI Giovanni|PETER DE SOUZA Siddharth|THABIT GONZALEZ Sara",,"Unlocking Green Deal Data: Innovative Approaches for Data Governance and Sharing in Europe"
devalde-74aace7fe3425d30f020d9693c991681,"Die Schutzgebietsförderung durch das BMZ","The BMZ’s funding of protected areas",Publication,DEval,Germany,,"Public Sector",Government,"National Body|Research Centre|Policy Centre",2024-10-30,0,0,https://www.deval.org/de/publikationen/die-schutzgebietsfoerderung-durch-das-bmz,https://app.overton.io/document.php?policy_document_id=devalde-74aace7fe3425d30f020d9693c991681,,,"Aid|Biodiversity|Biodiversity loss",ger,,"SDG 15: Life on Land|SDG Target 15.1|SDG Target 15.5|SDG Target 15.a","German bilateral development cooperation's efforts in protecting biodiversity"
banquedefrance-2f816462824198557346c71f0c7c8e29,"Coopérations monétaires Afrique-France : rapport 2023","Africa-France monetary cooperation: 2023 report",Publication,"Banque de France",France,,"Public Sector",Government,"National Body|Financial Institution or Bank|Central Bank",2024-10-21,0,0,https://www.banque-france.fr/fr/publications-et-statistiques/publications/cooperations-monetaires-afrique-france-rapport-2023,https://app.overton.io/document.php?policy_document_id=banquedefrance-2f816462824198557346c71f0c7c8e29,,,"Africa|Afrotropical realm|Economy",fre,,"SDG 8: Decent Work and Economic Growth|SDG Target 8.1","Economic and financial situation of African regions"
efsaeu-4b87bfe974edd38337563fb69a5226b5,"Navigating Tomorrow's Tide: Exploring the Future of Ocean Resources and Their Impact on Food and Feed Safety",,Publication,EFSA,EU,,"Public Sector",Government,"National Body|Government Agency|Healthcare Service, Body or Agency|Food and Drug Safety",2024-10-16,2,2,https://www.efsa.europa.eu/en/supporting/pub/en-9058,https://app.overton.io/document.php?policy_document_id=efsaeu-4b87bfe974edd38337563fb69a5226b5,,,Agriculture|Aquaculture|Bioaccumulation,eng,,"SDG 14: Life Below Water|SDG Target 14.2","Future of ocean resources and their impact on food and feed safety"
govdeptsbrazil-7f0655103b013d936265ceff1cbf4483,"Destaque desta edição","Highlight of this edition",Publication,"Government of Brazil",Brazil,,"Public Sector",Government,"National Body|Public Service|Mixed Roles|Government Department",2024-10-15,0,0,https://www.gov.br/gestao/pt-br/assuntos/patrimonio-da-uniao/avaliacao-de-imoveis-da-uniao/4a-edicao-avalia-spu-compactado.pdf,https://app.overton.io/document.php?policy_document_id=govdeptsbrazil-7f0655103b013d936265ceff1cbf4483,,,"Accounting|Agriculture|Annual report",por,"Ministry of Management and Innovation in Public Services",,"Valuation of immovable property, geolocation technology, characterization of immovable property"
govuk-395fafab760bb8890b2e6a9d42934474,"Socio-economic value of fisheries {MMO1387}",,Publication,"The UK Government",UK,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2024-10-09,0,0,https://www.gov.uk/government/publications/socio-economic-value-of-fisheries-mmo1387,https://app.overton.io/document.php?policy_document_id=govuk-395fafab760bb8890b2e6a9d42934474,,,"Asset|Branches of science|Capital (economics)",eng,"Marine Management Organisation","SDG 14: Life Below Water|SDG Target 14.4","Socio-economic value of fisheries"
govuk-395fafab760bb8890b2e6a9d42934474,"Socio-economic value of fisheries {MMO1387}",,Publication,"The UK Government",UK,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2024-10-09,0,0,https://www.gov.uk/government/publications/socio-economic-value-of-fisheries-mmo1387,https://app.overton.io/document.php?policy_document_id=govuk-395fafab760bb8890b2e6a9d42934474,,,"Asset|Branches of science|Capital (economics)",eng,"Marine Management Organisation","SDG 14: Life Below Water|SDG Target 14.4","Socio-economic value of fisheries"
biodiversafr-cbef40975bf1ccc9d3037a0988689fb8,"2023 – 2024 BiodivNBS",,Publication,Biodiversa+,France,,"Public Sector",Government,"Research Centre",2024-10-01,5,5,https://www.biodiversa.eu/2023/06/05/2023-2024-joint-call/,https://app.overton.io/document.php?policy_document_id=biodiversafr-cbef40975bf1ccc9d3037a0988689fb8,,,"Biodiversity|Climate change adaptation|Climate change mitigation",eng,,"SDG 15: Life on Land|SDG Target 15.9|SDG Target 15.5","Nature-Based Solutions for biodiversity, human well-being and transformative change"
