Entity,TimeWindow,QueryNumber,Query,Title,Link,Snippet,DisplayLink,TextFile,climate_relevant,unep_attributed,climate_policy_score,unep_attribution_score,instrument_type,action_stage,evidence_level,climate_justification,unep_justification,evidence_phrases
Kenya,2018–2022,1,UNEP initiative Kenya net zero strategy implemented policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,danish-organisation-strategy-for-united-nations- ...,https://um.dk/media/nakniblj/danish-organisation-strategy-for-united-nations-environment-programme-unep-20222025.pdf,"UNEP tackle air pollution by supporting cleaner fuels and vehicles, inspiring individuals and city leaders to act, strengthening laws and institutions, and ...",https://um.dk › media › nakniblj › danish-organi...,um_dk_danish_organisation_strategy_for_united_nations_.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to Kenya's climate mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework during 2018-2022.",The document does not explicitly link UNEP to strengthening/enabling/adoption/implementation of any climate policy/strategy/legal framework in Kenya during 2018-2022.,[]
Kenya,2018–2022,1,UNEP initiative Kenya net zero strategy implemented policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,An Analysis of Sustainable Finance Roadmaps,https://www.financeministersforclimate.org/sites/cape/files/inline-files/Sustainable%20Finance%20Roadmaps%20Report%20-%20Nov%202021.pdf,The 2021 work program of the Coalition of Finance Ministers for Climate Action stressed the importance of financial systems incorporating climate change ...,https://www.financeministersforclimate.org › files,www_financeministersforclimate_org_An_Analysis_of_Sustainable_Finance_Roadmaps.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to Kenya's climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for the period of 2018-2022.",There is no explicit link between UNEP and any climate policy or legal framework outcome in Kenya for the period of 2018-2022.,[]
Kenya,2018–2022,1,UNEP initiative Kenya net zero strategy implemented policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,NATIONAL REDD+ STRATEGY,https://www.un-redd.org/sites/default/files/2022-05/NATIONAL%20REDD%2B%20STRATEGY%202022.pdf,This strategy describes Kenya's proposed approach for implementing the REDD+ programme. As a developing country aiming to achieve low emissions development ...,https://www.un-redd.org › sites › default › files,www_un-redd_org_NATIONAL_REDD_STRATEGY.txt,True,False,81,0,National REDD+ Strategy,adopted,national,"The document provides explicit evidence of Kenya's adoption of a climate change mitigation strategy, specifically the National REDD+ Strategy, which aims to reduce emissions from deforestation and forest degradation. The strategy is aligned with Kenya's climate change policies, including the National Climate Change Policy (2016) and the National Climate Change Action Plan (2018-2022).","There is no explicit evidence linking UNEP to the adoption or implementation of the National REDD+ Strategy in Kenya. The document acknowledges support from the United Nations Development Programme (UNDP) and the Forest Carbon Partnership Facility (FCPF), but does not mention UNEP.","[""Kenya's National REDD+ Strategy demonstrates Kenya’s preparatory process towards REDD+ implementation."", ""The strategy completes REDD+ readiness elements indicated in Decision 1 of COP 16 Para 71 of the Cancun agreements."", ""Kenya’s National REDD+ Strategy was developed through the hard work and support from several stakeholders and national experts.""]"
Kenya,2018–2022,1,UNEP initiative Kenya net zero strategy implemented policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Green Development Guidance for BRI Projects Baseline ...,http://en.brigc.net/Reports/Report_Download/2020/202012/P020210202120471013629.pdf,"Through in-depth analysis of environmental policies, safeguard measures and practices of govern- ments, financial institutions and NGOs around the world, this ...",http://en.brigc.net › Reports › Report_Download,en_brigc_net_Green_Development_Guidance_for_BRI_Projects_Baseli.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Kenya during 2018-2022.",There is no explicit link between UNEP and any climate policy or legal framework outcome in Kenya during 2018-2022.,[]
Kenya,2018–2022,1,UNEP initiative Kenya net zero strategy implemented policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Record of Proceedings,https://gggi.org/wp-content/uploads/2021/12/GGGWeek2021-Proceedings_20211216_.pdf,"The UK's Net Zero Strategy141, released in October 2021, sets out a comprehensive economy-wide plan for how British businesses and consumers will be ...",https://gggi.org › wp-content › uploads › 2021/12,gggi_org_Record_of_Proceedings.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,1,UNEP initiative Kenya net zero strategy implemented policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,unep.pdf,https://www.un.org/sites/un2.un.org/files/2020/02/unep.pdf,The Programme provides an inter- governmental framework to assist countries in implementing obligations under international law. ... national and regional legal ...,https://www.un.org › un2.un.org › files › 2020/02,www_un_org_unep_pdf.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Kenya in 2018-2022.","There is no explicit link between UNEP and climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Kenya in 2018-2022.",[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,NATIONAL CLIMATE CHANGE ACTION PLAN 2018-2022 ...,https://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/10/8737.pdf,"This plan builds on the first Action Plan (2013-2017) where considerable progress was made, including establishing climate change funds in five Counties, ...",https://www.lse.ac.uk › uploads › 2018/10,www_lse_ac_uk_NATIONAL_CLIMATE_CHANGE_ACTION_PLAN_2018_2022_.txt,True,False,81,0,National Climate Change Action Plan,adopted,national,"The document provides explicit evidence of Kenya's adoption of a climate change action plan, specifically the National Climate Change Action Plan 2018-2022, which outlines the country's climate change response strategy, priority actions, and enabling framework.",There is no explicit link between UNEP and the adoption or implementation of Kenya's National Climate Change Action Plan 2018-2022.,"[""Kenya's National Climate Change Action Plan 2018-2022"", ""This plan builds on the first Action Plan (2013-2017) and provides a framework for Kenya to deliver on its Nationally Determined Contribution (NDC) under the Paris Agreement"", ""The Climate Change Act, 2016 is the main legislation guiding Kenya’s climate change response""]"
Kenya,2018–2022,1,UNEP initiative Kenya net zero strategy implemented policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,NDC Score Card: Measuring the Nationally Determined ...,https://www.hks.harvard.edu/sites/default/files/centers/mrcbg/files/123_final.pdf,DEAL is a score card towards NDCs implementation and economic transformation. It is aimed at (i) providing a framework for evaluating a country's climate change ...,https://www.hks.harvard.edu › files › 123_final,www_hks_harvard_edu_NDC_Score_Card_Measuring_the_Nationally_Determined.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Kenya in 2018-2022.",There is no explicit link between UNEP and any climate policy or strategy in Kenya for 2018-2022.,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,National Climate Change Action Plan 2018-2022,https://napglobalnetwork.org/wp-content/uploads/2022/01/napgn-en-2022-kenya-NCCAP-2018-2022-Implemantation-Status-Report.pdf,It provides a framework for Kenya to deliver on its National Adaptation. Plan ... incentivize action on climate change. The. 4.1 Enabling policy and Regulatory ...,https://napglobalnetwork.org › uploads › 2022/01,napglobalnetwork_org_National_Climate_Change_Action_Plan_2018_2022.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,2,UNEP initiative Kenya adaptation policy validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,Ecosystem-based approaches to adaptation: strengthening ...,https://www.iied.org/sites/default/files/pdfs/migrate/17620IIED.pdf,Strengthening EbA is a priority in the Action Plan. The. Action Plan also recommended developing a standalone climate change policy and law. The Climate.,https://www.iied.org › sites › files › pdfs › migrate,www_iied_org_Ecosystem_based_approaches_to_adaptation_strengthe.txt,True,False,80,0,climate change adaptation policy / strategy,implemented,national,"The document provides evidence of the Isiolo County Climate Change Fund (ICCCF) which finances public good investments for improved resilience to climate change in Kenya between 2013 and 2016. The Adaptation Consortium operated in five arid and semi-arid counties in Kenya, providing practical experience and a tested model for effective and robust disbursement of funds to promote adaptation to climate change.",There is no explicit link between UNEP and the climate policy or strategy in Kenya during 2018-2022.,"[""The Isiolo County Climate Change Fund (ICCCF) finances public good investments for improved resilience to climate change."", ""The Adaptation Consortium provided support with resilience mapping and resource assessments."", ""ICCCF supported activities identified in this resilience assessment report, mainly on livelihood and ecosystem improvement.""]"
